,names,score,boolean
2515,hell's highway,0.36572,True
2516,folklore: the affliction,0.120466,False
2517,pecking order,0.19416,False
2518,saratoga,0.255382,False
2519,the longest day,0.278426,False
2520,crossing,0.37296,True
2521,mage knight dungeons,0.242328,False
2522,wooly bully,0.166654,False
2523,traditional card games,0.204772,False
2524,18oe: on the rails of the orient express,0.423144,True
2525,freedom in the galaxy,0.133212,False
2526,doctor who: solitaire story game,0.39001,True
2527,mhing,0.3083,True
2528,grog island,0.2176,False
2529,stellar conflict,0.283772,True
2530,"going, going, gone!",0.287664,True
2531,tanz der hornochsen!,0.329446,True
2532,martian rails,0.31467,True
2533,icehouse,0.333832,True
2534,der schwarze pirat,0.344458,True
2535,big boss,0.418844,True
2536,volt: robot battle arena,0.368596,True
2537,king's breakfast,0.260518,False
2538,monty python fluxx,0.193756,False
2539,dungeoneer: tomb of the lich lord,0.17805,False
2540,king of the elves,0.128444,False
2541,alhambra: the card game,0.214444,False
2542,age of discovery,0.261002,False
2543,1776,0.236052,False
2544,2038: tycoons of the asteroid belt,0.408132,True
2545,lock 'n load tactical: day of heroes,0.297086,True
2546,wings of war: ww2 deluxe set,0.268436,False
2547,b-sieged: sons of the abyss,0.057176,False
2548,nosferatu,0.278888,False
2549,it's alive!,0.325434,True
2550,bolide,0.190032,False
2551,arcana,0.124676,False
2552,midway,0.215852,False
2553,leo,0.066302,False
2554,feudality,0.33006,True
2555,upon a salty ocean,0.214898,False
2556,barbarossa,0.207436,False
2557,roll for it!,0.267892,False
2558,rat hot,0.227186,False
2559,start player,0.118058,False
2560,masters of venice,0.23239,False
2561,one night revolution,0.23219,False
2562,pick and pack,0.366308,True
2563,die saulen von venedig,0.342028,True
2564,fleet wharfside,0.314716,True
2565,firefly fluxx,0.187048,False
2566,hanafuda,0.18362,False
2567,among nobles,0.23125,False
2568,world of warcraft miniatures game,0.235348,False
2569,schrille stille,0.366064,True
2570,star trek deck building game: the original series,0.2113,False
2571,waterloo,0.206686,False
2572,mijnlieff,0.4087,True
2573,fief,0.14127,False
2574,under the shadow of the dragon,0.26519,False
2575,la strada,0.250906,False
2576,cvlizations,0.242864,False
2577,salmon run,0.315334,True
2578,10' to kill,0.07886,False
2579,word slam,0.331724,True
2580,ninety-nine,0.491228,True
2581,versailles,0.147462,False
2582,burger up,0.312892,True
2583,friese's landlord,0.124812,False
2584,ugo!,0.31516,True
2585,viktory ii,0.413818,True
2586,biblios dice,0.372344,True
2587,star wars: star warriors,0.202948,False
2588,star trek deck building game: the next generation ? the next phase,0.330714,True
2589,unlock! the elite,0.317046,True
2590,thunder at cassino,0.160114,False
2591,scopa,0.209482,False
2592,rory's story cubes: actions,0.215568,False
2593,candamir: the first settlers,0.222906,False
2594,the russian campaign (fourth edition),0.018584,False
2595,orient express,0.290842,True
2596,memoarrr!,0.313654,True
2597,brew crafters: the travel card game,0.32948,True
2598,america,0.427094,True
2599,tokyo train,0.014148,False
2600,sneaks and snitches,0.204686,False
2601,terrible swift sword,0.2406,False
2602,"a most dangerous time: japan in chaos, 1570-1584",0.189696,False
2603,ortus regni,0.376228,True
2604,dungeon dice,0.366718,True
2605,jab: realtime boxing,0.18307,False
2606,meeple war,0.169058,False
2607,allegiance: a realm divided,0.460094,True
2608,fields of despair: france 1914-1918,0.137826,False
2609,dungeons and dragons: rock paper wizard,0.41623,True
2610,this accursed civil war,0.195166,False
2611,pizza box football,0.330232,True
2612,parthenon: rise of the aegean,0.157028,False
2613,russian rails,0.35888,True
2614,cardcassonne,0.231004,False
2615,undermining,0.365116,True
2616,winds of plunder,0.385552,True
2617,martinique,0.280908,False
2618,focus,0.13537,False
2619,hotel samoa,0.229614,False
2620,warcraft: the board game,0.198186,False
2621,pony express,0.2521,False
2622,vino,0.342046,True
2623,rage,0.15724,False
2624,mosaix,0.350392,True
2625,world championship russian roulette,0.55886,True
2626,braggart,0.397534,True
2627,armadora,0.238676,False
2628,guilds of cadwallon,0.35681,True
2629,anno domini: erfindungen,0.310106,True
2630,das amulett,0.337598,True
2631,golem arcana,0.276368,False
2632,the dark valley,0.242872,False
2633,kokoro: avenue of the kodama,0.366784,True
2634,infidel,0.15707,False
2635,artus,0.244226,False
2636,saints in armor,0.201648,False
2637,dobble free demo version,0.226508,False
2638,the magnates: a game of power,0.185408,False
2639,federation commander:  romulan border,0.229042,False
2640,locomotive werks,0.267666,False
2641,world of warcraft: the adventure game,0.173038,False
2642,mow,0.172508,False
2643,anzio,0.186118,False
2644,die fugger,0.24847,False
2645,7th fleet,0.167874,False
2646,pax baltica,0.130286,False
2647,legendary: buffy the vampire slayer,0.31826,True
2648,quartermaster general: victory or death ? the peloponnesian war,0.351046,True
2649,basilica,0.16824,False
2650,zombie fluxx,0.222218,False
2651,statis pro baseball,0.314426,True
2652,shadows of malice,0.20832,False
2653,corporate america,0.46945,True
2654,revolver 2: last stand at malpaso,0.339478,True
2655,gettysburg,0.177294,False
2656,coin age,0.233902,False
2657,martians: a story of civilization,0.108794,False
2658,10 days in the americas,0.33322,True
2659,pinguin-party,0.286552,True
2660,london's burning,0.234308,False
2661,quarriors! light vs. dark,0.307852,True
2662,patton's best,0.114832,False
2663,pocket civ,0.18776,False
2664,sixth fleet,0.2412,False
2665,utopia,0.192602,False
2666,lignum (second edition),0.41727,True
2667,kaivai,0.318124,True
2668,silent death,0.321044,True
2669,the chameleon,0.378488,True
2670,venture,0.251876,False
2671,dragonland,0.320576,True
2672,reluctant enemies,0.290206,True
2673,gaia,0.24582,False
2674,antidote,0.26761,False
2675,canasta,0.320614,True
2676,pyramids,0.375962,True
2677,stonewall's last battle,0.136272,False
2678,risk: game of thrones,0.328764,True
2679,panic station,0.134962,False
2680,forum romanum,0.254464,False
2681,articulate!,0.561854,True
2682,go away monster!,0.460248,True
2683,rush n' crush,0.136148,False
2684,"warhammer 40,000: rogue trader",0.274496,False
2685,slapshot,0.34226,True
2686,clinic,0.348424,True
2687,resident evil deck building game: alliance,0.19254,False
2688,hornet leader,0.264978,False
2689,abandon ship,0.347704,True
2690,13 minutes: the cuban missile crisis,0.200866,False
2691,battle masters,0.29558,True
2692,infamy,0.22945,False
2693,risk express,0.217706,False
2694,path of light and shadow,0.344012,True
2695,kulami,0.378288,True
2696,what's my word?,0.526148,True
2697,bo?e igrzysko,0.270038,False
2698,dragonmaster,0.465992,True
2699,hybrid,0.265058,False
2700,word domination,0.24135,False
2701,crossbows and catapults,0.367908,True
2702,deadzone,0.26845,False
2703,manifest destiny,0.270472,False
2704,lupus in tabula,0.190632,False
2705,jager und spaher,0.17278,False
2706,tarot,0.310774,True
2707,american megafauna,0.389256,True
2708,first orchard,0.405822,True
2709,nothing gained but glory,0.18172,False
2710,petits meurtres and faits divers,0.269112,False
2711,drakon (fourth edition),0.276804,False
2712,carthage: the first punic war,0.196634,False
2713,epic resort,0.205716,False
2714,cthulhu fluxx,0.19918,False
2715,roads to leningrad,0.190136,False
2716,monikers: shmonikers,0.120706,False
2717,paris paris,0.258578,False
2718,1805: sea of glory,0.198532,False
2719,enigma,0.275912,False
2720,the spoils,0.250784,False
2721,black box,0.264526,False
2722,2gm tactics,0.124224,False
2723,pacific victory,0.218076,False
2724,dawn under,0.341644,True
2725,seikatsu,0.499916,True
2726,bisikle,0.324348,True
2727,vom kap bis kairo,0.190864,False
2728,snowblind: race for the pole,0.28435,True
2729,enemy at the gates,0.266534,False
2730,jager und sammler,0.160694,False
2731,cabo,0.32899,True
2732,cash-a-catch,0.191078,False
2733,the three musketeers: the queen's pendants,0.362946,True
2734,chronology,0.441746,True
2735,a world at war,0.197858,False
2736,1000 blank white cards,0.457184,True
2737,munchkin legends,0.131686,False
2738,500,0.49769,True
2739,fool's gold,0.36789,True
2740,santorini,0.39375,True
2741,7th sea collectible card game,0.300738,True
2742,the walled city: londonderry and borderlands,0.232988,False
2743,"warhammer epic 40,000",0.200206,False
2744,le passe-trappe,0.356048,True
2745,sellswords,0.328556,True
2746,wizard,0.294,True
2747,battles of napoleon: the eagle and the lion,0.210178,False
2748,campy creatures,0.552304,True
2749,battle for rokugan,0.33942,True
2750,ticket to ride: germany,0.437062,True
2751,team play,0.482882,True
2752,electronic catch phrase,0.330156,True
2753,paradox,0.44689,True
2754,quartz,0.53427,True
2755,crimson skies,0.144666,False
2756,castle,0.246732,False
2757,car wars compendium,0.268334,False
2758,time's up! edition purple,0.135538,False
2759,warrior knights,0.27597,False
2760,kings of war,0.356924,True
2761,rod hockey,0.349808,True
2762,empires of the ancient world,0.209134,False
2763,sapiens,0.340982,True
2764,enemy coast ahead: the dambuster raid,0.373188,True
2765,nemo's war,0.260194,False
2766,sweden fights on,0.05892,False
2767,mamma mia! plus,0.309502,True
2768,whistling death,0.253308,False
2769,tschak!,0.393064,True
2770,monopoly gamer,0.352102,True
2771,mountains of madness,0.16161,False
2772,volcano,0.455432,True
2773,legends of andor: the last hope,0.093544,False
2774,rocky road a la mode,0.624844,True
2775,dark darker darkest,0.08526,False
2776,lords of hellas,0.287868,True
2777,elevenses,0.364566,True
2778,starship merchants,0.26831,False
2779,tomb: cryptmaster,0.268212,False
2780,montana,0.260618,False
2781,qwixx deluxe,0.491624,True
2782,blood royale,0.25817,False
2783,principato,0.206618,False
2784,blue vs. gray,0.211062,False
2785,epic armageddon,0.385604,True
2786,portal: the uncooperative cake acquisition game,0.352694,True
2787,blox,0.239992,False
2788,escape the room: secret of dr. gravely's retreat,0.397304,True
2789,draco magi,0.183994,False
2790,spheres of influence: struggle for global supremacy,0.365828,True
2791,holdfast: russia 1941-42,0.418728,True
2792,stonewall jackson's way ii,0.415622,True
2793,space marine,0.2756,False
2794,take it to the limit!,0.423696,True
2795,three-dragon ante: emperor's gambit,0.370612,True
2796,spike,0.214052,False
2797,aventuria: adventure card game,0.26706,False
2798,north wind,0.32904,True
2799,wings of war: fire from the sky,0.192046,False
2800,the lord of the rings: strategy battle game,0.488864,True
2801,tapple,0.265848,False
2802,ninja: legend of the scorpion clan,0.37045,True
2803,game of thrones: the card game,0.201596,False
2804,no retreat! the north african front,0.373788,True
2805,clash of giants ii,0.244168,False
2806,filthy rich,0.406932,True
2807,serengeti,0.186046,False
2808,rumis+,0.203332,False
2809,the cousins' war,0.246334,False
2810,the barbarossa campaign,0.32635,True
2811,elfenroads,0.266676,False
2812,the omega virus,0.345078,True
2813,phoenix,0.297582,True
2814,twin tin bots,0.160636,False
2815,caesar: conquest of gaul,0.036248,False
2816,dr. jekyll and mr. hyde,0.304284,True
2817,fzzzt!,0.213234,False
2818,in the name of odin,0.348926,True
2819,1841,0.281762,False
2820,ghostbusters: the board game,0.14875,False
2821,paper tales,0.400186,True
2822,iota,0.25638,False
2823,the big idea,0.42296,True
2824,kerala: the way of the elephant,0.403688,True
2825,lobotomy,0.212902,False
2826,bling bling gemstone,0.277204,False
2827,hoplomachus: rise of rome,0.375984,True
2828,fire in the east,0.305534,True
2829,catan histories: merchants of europe,0.111458,False
2830,the cards of cthulhu,0.162366,False
2831,buyword,0.435316,True
2832,quiddler,0.217856,False
2833,coda,0.220706,False
2834,schafkopf,0.335462,True
2835,expedition: famous explorers,0.24461,False
2836,napoleon in europe,0.309476,True
2837,frederick the great,0.205654,False
2838,clash of monarchs,0.212494,False
2839,musee,0.46697,True
2840,guns and steel,0.227376,False
2841,mag blast (third edition),0.17464,False
2842,superhot card game,0.152804,False
2843,homeworlds,0.416986,True
2844,pocket rockets,0.235174,False
2845,haleakala,0.275692,False
2846,epic pvp: fantasy,0.270358,False
2847,die kutschfahrt zur teufelsburg,0.156426,False
2848,confrontation,0.323142,True
2849,an infamous traffic,0.393996,True
2850,capo dei capi,0.390676,True
2851,felinia,0.17295,False
2852,no retreat!,0.395546,True
2853,control,0.23963,False
2854,18mex,0.409566,True
2855,hocus,0.359048,True
2856,might and magic heroes,0.283628,True
2857,1849: the game of sicilian railways,0.334014,True
2858,sergeants miniatures game: day of days,0.410026,True
2859,wizard's quest,0.276058,False
2860,vineta,0.25305,False
2861,last friday,0.071168,False
2862,on to richmond!,0.29387,True
2863,steel wolves: the german submarine campaign against allied shipping ? vol 1,0.149674,False
2864,the lord of the rings: the return of the king deck-building game,0.25857,False
2865,robber knights,0.209116,False
2866,we must tell the emperor,0.31021,True
2867,perplexus,0.244998,False
2868,gardens,0.208348,False
2869,elements,0.445156,True
2870,dreamwell,0.363336,True
2871,air baron,0.338062,True
2872,techno bowl: arcade football unplugged,0.593134,True
2873,reiner knizia's decathlon,0.362992,True
2874,vye: the card game of capture and control,0.431324,True
2875,paydirt,0.343196,True
2876,castellan,0.146846,False
2877,exit: the game ? the forbidden castle,0.238288,False
2878,traxx,0.316348,True
2879,mush! mush!: snow tails 2,0.45587,True
2880,wiraqocha,0.230318,False
2881,let's catch the lion!,0.317684,True
2882,source of the nile,0.206756,False
2883,dread curse,0.283218,True
2884,the swarm,0.288212,True
2885,forged in steel,0.331488,True
2886,runebound (first edition),0.456806,True
2887,it happens..,0.19408,False
2888,enchanters,0.374764,True
2889,dingo's dreams,0.260022,False
2890,heave ho!,0.238662,False
2891,shitenno,0.240844,False
2892,imperium romanum ii,0.238128,False
2893,new york,0.262868,False
2894,basketboss,0.41803,True
2895,the gardens of the alhambra,0.191556,False
2896,far space foundry,0.22253,False
2897,the new science,0.23113,False
2898,marrying mr. darcy,0.434486,True
2899,relationship tightrope,0.278374,False
2900,samurai,0.158116,False
2901,dead drop,0.1598,False
2902,monty's gamble: market garden,0.19994,False
2903,tulip bubble,0.306292,True
2904,ace of aces: handy rotary deluxe edition,0.277632,False
2905,the mole in the hole,0.28568,True
2906,button men,0.301448,True
2907,doodle city,0.299912,True
2908,attack on titan: deck-building game,0.250302,False
2909,hapsburg eclipse,0.282018,False
2910,magic: the gathering ? arena of the planeswalkers: shadows over innistrad,0.076866,False
2911,coconuts duo,0.277224,False
2912,pick-a-dog,0.179682,False
2913,time's up! family,0.332006,True
2914,hoopla,0.418374,True
2915,voodoo,0.238028,False
2916,call to glory,0.221634,False
2917,m,0.287498,True
2918,monmouth,0.272516,False
2919,starving artists,0.308584,True
2920,buck rogers: battle for the 25th century game,0.305334,True
2921,"rattle, battle, grab the loot",0.066182,False
2922,stich-meister,0.2498,False
2923,1714: the case of the catalans,0.32843,True
2924,maquis,0.246546,False
2925,"barbarossa: kiev to rostov, 1941",0.11094,False
2926,mogul,0.309214,True
2927,mr. madison's war: the incredible war of 1812,0.213484,False
2928,giro d'italia: the game,0.304666,True
2929,essen the game: spiel'13,0.330364,True
2930,circus train (second edition),0.374582,True
2931,space beans,0.204058,False
2932,lost legacy: third chronicle ? sacred grail and staff of dragons,0.246226,False
2933,the fires of midway,0.246382,False
2934,for the crown (second edition),0.366458,True
2935,mistfall: heart of the mists,0.148854,False
2936,reverse charades,0.303444,True
2937,tutankhamen,0.269024,False
2938,black stories 2,0.16434,False
2939,hemloch,0.27028,False
2940,lift it!,0.2536,False
2941,escape from 100 million b.c.,0.239358,False
2942,panzer grenadier: eastern front,0.254152,False
2943,battletech ccg,0.305476,True
2944,secrets of the lost tomb,0.25801,False
2945,aquileia,0.208186,False
2946,strat-o-matic pro football,0.385054,True
2947,alhambra: the dice game,0.190252,False
2948,next war: korea,0.202514,False
2949,x nimmt!,0.328918,True
2950,pocket mars,0.187958,False
2951,formula-1,0.320184,True
2952,batt'l kha'os,0.244654,False
2953,klunker,0.223236,False
2954,what's he building in there?,0.23807,False
2955,gosu 2: tactics,0.315866,True
2956,nato: the next war in europe,0.202696,False
2957,ziegen kriegen,0.160906,False
2958,where eagles dare,0.251676,False
2959,import / export,0.435782,True
2960,siberia: the card game,0.320106,True
2961,lock 'n load: heroes of the blitzkrieg,0.34738,True
2962,catan: ancient egypt,0.170212,False
2963,krakow 1325 ad,0.414088,True
2964,lost battles,0.187486,False
2965,kingsburg (second edition),0.33522,True
2966,crows,0.295372,True
2967,piranha pedro,0.277336,False
2968,my happy farm,0.237218,False
2969,"the good, the bad, and the munchkin",0.153074,False
2970,exceed: red horizon ? reese and heidi vs. vincent and nehtali,0.450908,True
2971,25 words or less,0.423924,True
2972,scarab lords,0.271336,False
2973,quietville,0.225012,False
2974,pluckin' pairs,0.317008,True
2975,battles for the ardennes,0.184428,False
2976,battleground: crossbows and catapults war chest starter set,0.3334,True
2977,huida de silver city,0.138034,False
2978,wordsy,0.511636,True
2979,legendary inventors,0.195516,False
2980,popular front,0.2728,False
2981,blood and roses,0.37442,True
2982,tiefe taschen,0.307536,True
2983,"warhammer 40,000 (sixth edition)",0.172864,False
2984,say bye to the villains,0.209718,False
2985,mystery rummy: escape from alcatraz,0.390908,True
2986,perplexus epic,0.18138,False
2987,valor and victory,0.437994,True
2988,chang cheng,0.228024,False
2989,trollhalla,0.309586,True
2990,knights of charlemagne,0.019168,False
2991,pioneers,0.363696,True
2992,guilford,0.297216,True
2993,nations at war: white star rising,0.352964,True
2994,sitting ducks gallery,0.168888,False
2995,unlock! the tonipal's treasure,0.403024,True
2996,uncharted: the board game,0.240194,False
2997,capcom street fighter deck-building game,0.150896,False
2998,dragoon,0.293386,True
2999,babylon 5 collectible card game,0.328146,True
3000,the last spike,0.39744,True
3001,gettysburg (125th anniversary edition),0.285232,True
3002,"the blitzkrieg legend: the battle for france, 1940",0.115792,False
3003,one zero one,0.31404,True
3004,the witches: a discworld game,0.271732,False
3005,neolithic,0.447892,True
3006,ardennes,0.249602,False
3007,elfenroads,0.266676,False
3008,panic lab,0.156912,False
3009,atlantic storm,0.335618,True
3010,warhammer fantasy battle: battle for skull pass,0.167978,False
3011,mag blast (second edition),0.200218,False
3012,things...,0.52057,True
3013,3rd fleet,0.11025,False
3014,the great battles of julius caesar: the civil wars 48-45 b.c.,0.032274,False
3015,flick 'em up!: dead of winter,0.115316,False
3016,rattus cartus,0.063236,False
3017,eselsbrucke,0.303638,True
3018,bretagne,0.221346,False
3019,nightfighter,0.212864,False
3020,dragon pass,0.274262,False
3021,wwe superstar showdown,0.447054,True
3022,eminent domain: battlecruisers,0.355982,True
3023,chariots of fire,0.155358,False
3024,conquest of the empire,0.201042,False
3025,small star empires,0.320548,True
3026,"the peloponnesian war, 431-404 bc",0.216776,False
3027,"warhammer 40,000: assault on black reach",0.33676,True
3028,world of yo-ho,0.269394,False
3029,apples to apples,0.41003,True
3030,dampfross,0.177376,False
3031,eruption,0.361928,True
3032,duell,0.465436,True
3033,die dolmengotter,0.379304,True
3034,no peace without spain!,0.338008,True
3035,anno domini: flopps,0.2509,False
3036,go nuts for donuts,0.374092,True
3037,napoleon at leipzig,0.25265,False
3038,rondo,0.404874,True
3039,four dragons,0.277878,False
3040,"red star rising: the war in russia, 1941-1944",0.314828,True
3041,wings of glory: ww2 starter set,0.326666,True
3042,snorta!,0.265252,False
3043,siberia,0.340106,True
3044,fab: sicily,0.452288,True
3045,codenames: disney family edition,0.28757,True
3046,canyon,0.32805,True
3047,space race: the card game,0.27684,False
3048,guatemala cafe,0.117382,False
3049,conquistador,0.155792,False
3050,in magnificent style,0.430426,True
3051,matcha,0.265708,False
3052,pocket battles: macedonians vs. persians,0.189844,False
3053,space infantry,0.242818,False
3054,ran,0.13265,False
3055,canal grande,0.213814,False
3056,mammoth hunters,0.197054,False
3057,drive,0.230568,False
3058,spellbound,0.292316,True
3059,wurfel bingo,0.34793,True
3060,bremerhaven,0.184874,False
3061,unexploded cow,0.312132,True
3062,aliens: this time it's war,0.435508,True
3063,fish cook,0.300382,True
3064,the message,0.163836,False
3065,penny arcade: the game ? rumble in r'lyeh,0.358382,True
3066,ebbe and flut,0.275994,False
3067,kosmonauts,0.278028,False
3068,air force,0.055378,False
3069,zero,0.194878,False
3070,hordes of the things,0.286202,True
3071,batman fluxx,0.283004,True
3072,5th fleet,0.057922,False
3073,risk (revised edition),0.173568,False
3074,nuklear winter '68,0.168214,False
3075,birds of a feather,0.44467,True
3076,king's gate,0.16075,False
3077,council of blackthorn,0.328016,True
3078,alexandros,0.259094,False
3079,guildhall fantasy: alliance,0.163,False
3080,suspend,0.36155,True
3081,sole mio!,0.153334,False
3082,grimslingers,0.249296,False
3083,trax,0.190492,False
3084,zombie plague,0.340094,True
3085,munchkin bites!,0.148502,False
3086,riichi mahjong,0.27827,False
3087,gloria mundi,0.070858,False
3088,cluzzle,0.398274,True
3089,raxxon,0.255594,False
3090,fast forward: fortress,0.30324,True
3091,canasta caliente,0.271922,False
3092,sequence,0.322468,True
3093,targui,0.107528,False
3094,dragon rampage,0.278862,False
3095,lemming mafia,0.241168,False
3096,hollywood,0.311758,True
3097,china rails,0.23769,False
3098,celebrities,0.5518,True
3099,disc duelers,0.426864,True
3100,the castles of burgundy: the dice game,0.478354,True
3101,monkeys on the moon,0.342802,True
3102,field of glory: the card game,0.20629,False
3103,settlers of catan: gallery edition,0.35027,True
3104,freight train,0.195734,False
3105,fortress europa,0.146146,False
3106,orchard,0.22231,False
3107,dystopian wars,0.207522,False
3108,grand prix,0.363476,True
3109,hostage negotiator: crime wave,0.202158,False
3110,1825 unit 2,0.430898,True
3111,"wellington's victory: battle of waterloo game ? june 18th, 1815",0.164662,False
3112,the very clever pipe game,0.295992,True
3113,napoleon against europe,0.300314,True
3114,wink,0.384248,True
3115,briefcase,0.16537,False
3116,spectaculum,0.309932,True
3117,wings of glory: ww1 duel pack,0.4888,True
3118,hms dolores,0.242622,False
3119,infarkt,0.175572,False
3120,romolo o remo?,0.164506,False
3121,straw,0.390702,True
3122,attack sub,0.306216,True
3123,codex: card-time strategy ? core set,0.34892,True
3124,bobby lee,0.226088,False
3125,the thing: infection at outpost 31,0.465888,True
3126,professor evil and the citadel of time,0.243726,False
3127,knit wit,0.320812,True
3128,schoko and co.,0.242048,False
3129,extrablatt,0.485668,True
3130,indulgence,0.313126,True
3131,euphrates and tigris: contest of kings,0.134162,False
3132,saltlands,0.26911,False
3133,bunny bunny moose moose,0.197318,False
3134,arctic front,0.080572,False
3135,stop thief,0.2334,False
3136,thunderbolt/apache leader,0.308886,True
3137,groo: the game,0.394664,True
3138,railway rivals,0.328064,True
3139,amazons,0.349088,True
3140,rick and morty: total rickall card game,0.341892,True
3141,1848: australia,0.452008,True
3142,quicksand,0.469776,True
3143,it never snows,0.249546,False
3144,monarch,0.347698,True
3145,astra titanus,0.281166,False
3146,quarantine,0.26005,False
3147,venetia,0.147044,False
3148,maya,0.221878,False
3149,hotshots,0.291616,True
3150,the ironclads,0.242954,False
3151,jarl: the vikings tile-laying game,0.203206,False
3152,the red dragon inn: battle for greyport,0.325914,True
3153,sky tango,0.267592,False
3154,hoplite,0.196306,False
3155,sheep and thief,0.220766,False
3156,southern front,0.08311,False
3157,boomerang,0.157552,False
3158,craftsmen,0.33628,True
3159,war galley,0.143914,False
3160,the dutch golden age,0.220344,False
3161,water lily,0.243638,False
3162,garibaldi: the escape,0.37417,True
3163,ka-ching!,0.243908,False
3164,dak,0.398192,True
3165,mammut,0.223764,False
3166,age of gods,0.185792,False
3167,alien vs predator: the hunt begins,0.122556,False
3168,peloponnes card game,0.18937,False
3169,battle for moscow (second edition),0.405746,True
3170,chos?n,0.238184,False
3171,camelot legends,0.229004,False
3172,tao long: the way of the dragon,0.158906,False
3173,histrio,0.208558,False
3174,la bataille de la moscowa (third edition),0.389174,True
3175,guards of atlantis: tabletop moba,0.492614,True
3176,bubblee pop,0.2867,True
3177,monsters menace america,0.245376,False
3178,guildhall fantasy: coalition,0.131382,False
3179,keltis: das wurfelspiel,0.222136,False
3180,canvas eagles,0.364258,True
3181,kogge,0.27203,False
3182,gin rummy,0.422832,True
3183,"barbarossa: army group south, 1941",0.288784,True
3184,down in flames: aces high,0.374588,True
3185,martian fluxx,0.176352,False
3186,10 minute heist: the wizard's tower,0.393368,True
3187,dominant species: the card game,0.265448,False
3188,yom kippur,0.12254,False
3189,westfront ii,0.15565,False
3190,the gnomes of zavandor,0.2024,False
3191,finito!,0.36394,True
3192,unexpected treasures,0.234218,False
3193,assault of the giants,0.279708,False
3194,triplock,0.231018,False
3195,the spanish civil war 1936-1939,0.098826,False
3196,[redacted],0.171374,False
3197,the institute for magical arts,0.274116,False
3198,okey dokey,0.429574,True
3199,1914: twilight in the east,0.250816,False
3200,lady alice,0.282572,True
3201,buy low sell high,0.247816,False
3202,the hobbit,0.216638,False
3203,the arab-israeli wars,0.092566,False
3204,arena: for the gods!,0.292024,True
3205,arkham horror,0.273934,False
3206,tonga bonga,0.514278,True
3207,prawo d?ungli,0.186484,False
3208,blackbeard,0.298404,True
3209,dropmix,0.566034,True
3210,spellcaster,0.372126,True
3211,"barbarossa: army group north, 1941",0.23843,False
3212,samurai battles,0.180218,False
3213,n.y. chase,0.128692,False
3214,tokyo highway,0.187232,False
3215,xanadu,0.37115,True
3216,bonnie and clyde,0.372994,True
3217,fallschirmjaeger,0.189,False
3218,advanced squad leader: starter kit historical module 1 ? decision at elst,0.297422,True
3219,dogs,0.271858,False
3220,santy anno,0.243568,False
3221,tanto cuore: oktoberfest,0.297352,True
3222,invaders,0.172544,False
3223,spurs: a tale in the old west,0.315576,True
3224,amateurs to arms!,0.466274,True
3225,skyline 3000,0.26669,False
3226,journey to the center of the earth,0.232612,False
3227,summit: the board game,0.381494,True
3228,foppen,0.325778,True
3229,finished!,0.36027,True
3230,fidelitas,0.262714,False
3231,jutland,0.2061,False
3232,in a grove,0.291512,True
3233,yahtzee free for all,0.408286,True
3234,napoleon at waterloo,0.223842,False
3235,onus! rome vs carthage,0.090538,False
3236,delve,0.212236,False
3237,enemy in sight,0.20895,False
3238,crosstalk,0.343058,True
3239,nile deluxor,0.37339,True
3240,cardline: globetrotter,0.217604,False
3241,familienbande,0.36843,True
3242,too many cinderellas,0.394386,True
3243,warlord: saga of the storm,0.316608,True
3244,orcs orcs orcs,0.137638,False
3245,sunken city,0.298462,True
3246,wie ich die welt sehe...,0.248806,False
3247,23,0.273526,False
3248,anno domini: sex and crime,0.187476,False
3249,ace of aces: flying machines,0.3458,True
3250,die pyramiden des jaguar,0.151078,False
3251,warhammer fantasy battles (8th edition),0.060126,False
3252,magnate,0.258726,False
3253,star trek: starship tactical combat simulator,0.318586,True
3254,speed cups,0.12938,False
3255,endangered orphans of condyle cove,0.332694,True
3256,lost worlds,0.1369,False
3257,big shot,0.298056,True
3258,wing leader: supremacy 1943-1945,0.31033,True
3259,last chance for victory,0.281694,False
3260,antarctica,0.235004,False
3261,teenage mutant ninja turtles dice masters,0.27366,False
3262,pirates of the spanish main,0.296964,True
3263,crazy kick,0.146764,False
3264,auf teufel komm raus,0.468062,True
3265,al rashid,0.187252,False
3266,timber tom,0.39022,True
3267,rumble in the dungeon,0.267486,False
3268,the mystic wood,0.451662,True
3269,caveman curling,0.34226,True
3270,hex hex xl,0.362642,True
3271,roadzters,0.3197,True
3272,savage worlds,0.455426,True
3273,star trek: the adventure game,0.366486,True
3274,mythic battles,0.037666,False
3275,animal upon animal: crest climbers,0.35077,True
3276,new salem,0.227158,False
3277,thunder at the crossroads (second edition),0.251742,False
3278,castles of caladale,0.339212,True
3279,minerva,0.133542,False
3280,frontline: d-day,0.22097,False
3281,the really nasty horse racing game,0.409976,True
3282,piratenbillard,0.504496,True
3283,1655: habemus papam,0.230018,False
3284,dwar7s fall,0.197294,False
3285,startups,0.503946,True
3286,battletech: citytech,0.15125,False
3287,the hobbit: an unexpected journey deck-building game,0.14742,False
3288,target arnhem: across 6 bridges,0.384088,True
3289,the lamps are going out,0.35088,True
3290,lift off! get me off this planet!,0.475262,True
3291,oz fluxx,0.17771,False
3292,leviathans,0.254318,False
3293,airborne commander,0.332664,True
3294,shephy,0.362812,True
3295,1825 unit 3,0.401748,True
3296,skyline,0.413826,True
3297,beasts of balance,0.414142,True
3298,machina arcana,0.219696,False
